id,supl_iata,start,end,platts,value,period,unnamed__6,unnamed__7
1331,HNWE  USDC.UGL1/2M,2020-11-16,2020-11-30,HNWE  USDC.UGL,104.3,1/2M,,
1332,EGPCPW,2020-11-13,2020-11-23,EGPC,121,PW,,
1333,LukOIL FOB MED1/2M,2020-11-16,2020-11-30,LukOIL FOB MED,330.03,1/2M,,
1334,FOB MED  USDC.UGL1/2M,2020-11-16,2020-11-30,FOB MED  USDC.UGL,99.94,1/2M,,
1335,HNWE  USDC.UGLPW,2020-11-17,2020-11-23,HNWE  USDC.UGL,109.96,PW,,
1336,HROTT  USDC.UGLPW,2020-11-17,2020-11-23,HROTT  USDC.UGL,109.6,PW,,
1337,FOB MED  USDC.UGLPW,2020-11-17,2020-11-23,FOB MED  USDC.UGL,106.58,PW,,
1338,CIF MED USDC.UGL1/2M,2020-11-16,2020-11-30,CIF MED USDC.UGL,103.84,1/2M,,
1339,HNWE  USDC.UGLPW,2020-11-24,2020-11-30,HNWE  USDC.UGL,110.53,PW,,
1340,HROTT  USDC.UGLPW,2020-11-24,2020-11-30,HROTT  USDC.UGL,109.73,PW,,
1341,FOB MED  USDC.UGLPW,2020-11-24,2020-11-30,FOB MED  USDC.UGL,107.28,PW,,
1342,EGPCPW,2020-11-24,2020-11-30,EGPC,130,PW,,
1343,HNWE  USDC.UGLPW,2020-01-12,2020-07-12,HNWE  USDC.UGL,120.33,PW,,
1344,HROTT  USDC.UGLPW,2020-01-12,2020-07-12,HROTT  USDC.UGL,119.94,PW,,
1345,HNWE  USDC.UGLPM,2020-01-12,2020-12-31,HNWE  USDC.UGL,110.42,PM,,
1346,HNWE  USDC.UGL1/2M,2020-01-12,2020-12-15,HNWE  USDC.UGL,115.98,1/2M,,
1347,LukOIL FOB MED1/2M,2020-01-12,2020-12-15,LukOIL FOB MED,372,1/2M,,
1348,FOB MED  USDC.UGL1/2M,2020-01-12,2020-12-15,FOB MED  USDC.UGL,112.65,1/2M,,
1349,FOB MED  USDC.UGLPM,2020-01-12,2020-12-31,FOB MED  USDC.UGL,106.82,PM,,
1350,FOB MED  USDC.UGLPW,2020-01-12,2020-07-12,FOB MED  USDC.UGL,116.56,PW,,
1351,CIF MED USDC.UGL1/2M,2020-01-12,2020-12-15,CIF MED USDC.UGL,115.53,1/2M,,
1352,HROTT  USDC.UGLPM,2020-01-12,2020-12-31,HROTT  USDC.UGL,110.03,PM,,
1353,ARAB GULF FOB HIGH PRIORPM,2020-01-12,2020-12-31,ARAB GULF FOB HIGH PRIOR,104.81,PM,,
1354,MOPAG1/2M,2020-01-12,2020-12-15,MOPAG,109.94,1/2M,,
1355,MOPAGPM,2020-01-12,2020-12-31,MOPAG,104.77,PM,,
1356,ISRAELI GOVT USDC.USGPM,2020-01-12,2020-12-31,ISRAELI GOVT USDC.USG,126.19,PM,,
1357,EGPCPW,2020-05-12,2020-12-12,EGPC,139,PW,,
1358,HNWE  USDC.UGLPW,2020-08-12,2020-12-14,HNWE  USDC.UGL,123.22,PW,,
1359,HROTT  USDC.UGLPW,2020-08-12,2020-12-14,HROTT  USDC.UGL,123.24,PW,,
1360,FOB MED  USDC.UGLPW,2020-08-12,2020-12-14,FOB MED  USDC.UGL,119.24,PW,,
1361,EGPCPW,2020-12-13,2020-12-20,EGPC,144,PW,,
1362,HNWE  USDC.UGLPW,2020-12-15,2020-12-21,HNWE  USDC.UGL,126.99,PW,,
1363,HROTT  USDC.UGLPW,2020-12-15,2020-12-21,HROTT  USDC.UGL,127.75,PW,,
1364,FOB MED  USDC.UGLPW,2020-12-15,2020-12-21,FOB MED  USDC.UGL,123.03,PW,,
1365,LukOIL FOB MED1/2M,2020-12-16,2020-12-31,LukOIL FOB MED,404.27,1/2M,,
1366,FOB MED  USDC.UGL1/2M,2020-12-16,2020-12-31,FOB MED  USDC.UGL,122.43,1/2M,,
1367,HNWE  USDC.UGL1/2M,2020-12-16,2020-12-31,HNWE  USDC.UGL,126.52,1/2M,,
1368,CIF MED USDC.UGL1/2M,2020-12-16,2020-12-31,CIF MED USDC.UGL,126.07,1/2M,,
1369,HNWE  USDC.UGLPW,2020-12-22,2020-12-28,HNWE  USDC.UGL,133.75,PW,,
1370,HROTT  USDC.UGLPW,2020-12-22,2020-12-28,HROTT  USDC.UGL,132.88,PW,,
1371,FOB MED  USDC.UGLPW,2020-12-22,2020-12-28,FOB MED  USDC.UGL,129.36,PW,,
1372,EGPCPW,2020-12-24,2021-01-01,EGPC,151,PW,,
1373,HROTT  USDC.UGLPW,2020-12-29,2021-04-01,HROTT  USDC.UGL,132.94,PW,,
1374,HNWE  USDC.UGLPW,2020-12-29,2021-04-01,HNWE  USDC.UGL,133.49,PW,,
1375,FOB MED  USDC.UGLPW,2020-12-29,2021-04-01,FOB MED  USDC.UGL,129.4,PW,,
1376,HNWE  USDC.UGLPM,2021-01-01,2021-01-31,HNWE  USDC.UGL,130.26,PM,,
1377,HNWE  USDC.UGL1/2M,2021-01-01,2021-01-15,HNWE  USDC.UGL,134.38,1/2M,,
1378,ARAB GULF FOB HIGH PRIORPM,2021-01-01,2021-01-31,ARAB GULF FOB HIGH PRIOR,123.18,PM,,
1379,FOB MED  USDC.UGLPM,2021-01-01,2021-01-31,FOB MED  USDC.UGL,126.17,PM,,
1380,ISRAELI GOVT USDC.USGPM,2021-01-01,2021-01-31,ISRAELI GOVT USDC.USG,140.39,PM,,
1381,LukOIL FOB MED1/2M,2021-01-01,2021-01-15,LukOIL FOB MED,431.33,1/2M,,
1382,FOB MED  USDC.UGL1/2M,2021-01-01,2021-01-15,FOB MED  USDC.UGL,130.62,1/2M,,
1383,HROTT  USDC.UGLPW,2021-05-01,2021-11-01,HROTT  USDC.UGL,133.04,PW,,
1384,HNWE  USDC.UGLPW,2021-05-01,2021-11-01,HNWE  USDC.UGL,134.43,PW,,
1385,FOB MED  USDC.UGLPW,2021-05-01,2021-11-01,FOB MED  USDC.UGL,130.42,PW,,
1386,EGPCPW,2021-02-01,2021-09-01,EGPC,152,PW,,
1387,CIF MED USDC.UGL1/2M,2021-01-01,2021-01-15,CIF MED USDC.UGL,133.94,1/2M,,
1388,HNWE  USDC.UGLPW,2021-12-01,2021-01-18,HNWE  USDC.UGL,138.5,PW,,
1389,HROTT  USDC.UGLPW,2021-12-01,2021-01-18,HROTT  USDC.UGL,137.41,PW,,
1390,FOB MED  USDC.UGLPW,2021-12-01,2021-01-18,FOB MED  USDC.UGL,135,PW,,
1391,HROTT  USDC.UGLPM,2021-01-01,2021-01-31,HROTT  USDC.UGL,130.03,PM,,
1392,LukOIL FOB MED1/2M,2021-01-16,2021-01-31,LukOIL FOB MED,450.28,1/2M,,
1393,FOB MED  USDC.UGL1/2M,2021-01-16,2021-01-31,FOB MED  USDC.UGL,136.36,1/2M,,
1394,HNWE  USDC.UGLPW,2021-01-19,2021-01-25,HNWE  USDC.UGL,144.65,PW,,
1395,HROTT  USDC.UGLPW,2021-01-19,2021-01-25,HROTT  USDC.UGL,143.36,PW,,
1396,FOB MED  USDC.UGLPW,2021-01-19,2021-01-25,FOB MED  USDC.UGL,140.97,PW,,
1397,EGPCPW,2021-01-14,2021-01-20,EGPC,156,PW,,
1398,HNWE  USDC.UGL1/2M,2021-01-16,2021-01-31,HNWE  USDC.UGL,141.57,1/2M,,
1399,HNWE  USDC.UGLPW,2021-01-26,2021-01-02,HNWE  USDC.UGL,144.27,PW,,
1400,HROTT  USDC.UGLPW,2021-01-26,2021-01-02,HROTT  USDC.UGL,143.18,PW,,
1401,FOB MED  USDC.UGLPW,2021-01-26,2021-01-02,FOB MED  USDC.UGL,139.14,PW,,
1402,EGPCPW,2021-01-21,2021-01-26,EGPC,163,PW,,
1403,HNWE  USDC.UGLPM,2021-01-02,2021-02-28,HNWE  USDC.UGL,142.27,PM,,
1404,LukOIL FOB MED1/2M,2021-01-02,2021-02-15,LukOIL FOB MED,453.64,1/2M,,
1405,FOB MED  USDC.UGL1/2M,2021-01-02,2021-02-15,FOB MED  USDC.UGL,137.38,1/2M,,
1406,CIF MED USDC.UGL1/2M,2021-01-02,2021-02-15,CIF MED USDC.UGL,142.52,1/2M,,
1407,ISRAELI GOVT USDC.USGPM,2021-01-02,2021-02-28,ISRAELI GOVT USDC.USG,147.94,PM,,
1408,ARAB GULF FOB HIGH PRIORPM,2021-01-02,2021-02-28,ARAB GULF FOB HIGH PRIOR,134.6,PM,,
1409,FOB MED  USDC.UGLPM,2021-01-02,2021-02-28,FOB MED  USDC.UGL,137.79,PM,,
1410,HNWE  USDC.UGL1/2M,2021-01-02,2021-02-15,HNWE  USDC.UGL,142.96,1/2M,,
1411,HNWE  USDC.UGLPW,2021-02-02,2021-08-02,HNWE  USDC.UGL,141.65,PW,,
1412,HROTT  USDC.UGLPW,2021-02-02,2021-08-02,HROTT  USDC.UGL,140.79,PW,,
1413,FOB MED  USDC.UGLPW,2021-02-02,2021-08-02,FOB MED  USDC.UGL,136.06,PW,,
1414,EGPCPW,2021-06-02,2021-02-17,EGPC,160,PW,,
1415,HNWE  USDC.UGLPW,2021-09-02,2021-02-15,HNWE  USDC.UGL,148.8,PW,,
1416,HROTT  USDC.UGLPW,2021-09-02,2021-02-15,HROTT  USDC.UGL,148.54,PW,,
1417,FOB MED  USDC.UGLPW,2021-09-02,2021-02-15,FOB MED  USDC.UGL,144.07,PW,,
1418,HNWE  USDC.UGLPW,2021-02-16,2021-02-22,HNWE  USDC.UGL,156.61,PW,,
1419,HROTT  USDC.UGLPW,2021-02-16,2021-02-22,HROTT  USDC.UGL,156.61,PW,,
1420,FOB MED  USDC.UGLPW,2021-02-16,2021-02-22,FOB MED  USDC.UGL,151.93,PW,,
1421,LukOIL FOB MED1/2M,2021-02-16,2021-02-28,LukOIL FOB MED,492.33,1/2M,,
1422,FOB MED  USDC.UGL1/2M,2021-02-16,2021-02-28,FOB MED  USDC.UGL,149.09,1/2M,,
1423,EGPCPW,2021-02-18,2021-02-23,EGPC,169,PW,,
1424,HNWE  USDC.UGLPW,2021-02-23,2021-01-03,HNWE  USDC.UGL,162.09,PW,,
1425,HROTT  USDC.UGLPW,2021-02-23,2021-01-03,HROTT  USDC.UGL,161.8,PW,,
1426,FOB MED  USDC.UGLPW,2021-02-23,2021-01-03,FOB MED  USDC.UGL,155.05,PW,,
1427,EGPCPW,2021-02-24,2021-02-03,EGPC,177,PW,,
1428,LukOIL FOB MED1/2M,2021-01-03,2021-03-15,LukOIL FOB MED,518.81,1/2M,,
1429,FOB MED  USDC.UGL1/2M,2021-01-03,2021-03-15,FOB MED  USDC.UGL,157.11,1/2M,,
1430,HNWE  USDC.UGLPM,2021-01-03,2021-03-31,HNWE  USDC.UGL,158.29,PM,,
1431,HNWE  USDC.UGLPW,2021-02-03,2021-08-03,HNWE  USDC.UGL,165.65,PW,,
1432,HROTT  USDC.UGLPW,2021-02-03,2021-08-03,HROTT  USDC.UGL,166.12,PW,,
1433,FOB MED  USDC.UGLPW,2021-02-03,2021-08-03,FOB MED  USDC.UGL,159.25,PW,,
1434,ARAB GULF FOB HIGH PRIORPM,2021-01-03,2021-03-31,ARAB GULF FOB HIGH PRIOR,219.44,PM,,
1435,FOB MED  USDC.UGLPM,2021-01-03,2021-03-31,FOB MED  USDC.UGL,158.29,PM,,
1436,ISRAELI GOVT USDC.USGPM,2021-01-03,2021-03-31,ISRAELI GOVT USDC.USG,171.15,PM,,
1437,CIF MED USDC.UGL1/2M,2021-01-03,2021-03-15,CIF MED USDC.UGL,163.61,1/2M,,
1438,HNWE  USDC.UGLPW,2021-09-03,2021-03-15,HNWE  USDC.UGL,165.01,PW,,
1439,HROTT  USDC.UGLPW,2021-09-03,2021-03-15,HROTT  USDC.UGL,164.7,PW,,
1440,FOB MED  USDC.UGLPW,2021-09-03,2021-03-15,FOB MED  USDC.UGL,160.43,PW,,
1441,HNWE  USDC.UGLPW,2021-03-16,2021-03-22,HNWE  USDC.UGL,169.69,PW,,
1442,HROTT  USDC.UGLPW,2021-03-16,2021-03-22,HROTT  USDC.UGL,169.34,PW,,
1443,FOB MED  USDC.UGLPW,2021-03-16,2021-03-22,FOB MED  USDC.UGL,165.32,PW,,
1444,EGPCPW,2021-05-03,2021-12-03,EGPC,182,PW,,
1445,EGPC1/2M,2021-05-03,2021-12-03,EGPC,182,1/2M,,
1446,LukOIL FOB MED1/2M,2021-03-16,2021-03-31,LukOIL FOB MED,542.02,1/2M,,
1447,FOB MED  USDC.UGL1/2M,2021-03-16,2021-03-31,FOB MED  USDC.UGL,164.14,1/2M,,
1448,HNWE  USDC.UGL1/2M,2021-03-16,2021-03-31,HNWE  USDC.UGL,167.56,1/2M,,
1449,EGPCPW,2021-03-13,2021-03-20,EGPC,183,PW,,
1450,CIF MED USDC.UGL1/2M,2021-03-16,2021-03-31,CIF MED USDC.UGL,167.14,1/2M,,
1451,HNWE  USDC.UGLPW,2021-03-23,2021-03-29,HNWE  USDC.UGL,164.73,PW,,
1452,HROTT  USDC.UGLPW,2021-03-23,2021-03-29,HROTT  USDC.UGL,165.04,PW,,
1453,FOB MED  USDC.UGLPW,2021-03-23,2021-03-29,FOB MED  USDC.UGL,160.34,PW,,
1454,ARAB GULF FOB HIGH PRIOR1/2M,2021-03-16,2021-03-31,ARAB GULF FOB HIGH PRIOR,190.45,1/2M,,
1455,HNWE  USDC.UGLPW,2021-03-30,2021-05-04,HNWE  USDC.UGL,157.52,PW,,
1456,HROTT  USDC.UGLPW,2021-03-30,2021-05-04,HROTT  USDC.UGL,157.84,PW,,
1457,FOB MED  USDC.UGLPW,2021-03-30,2021-05-04,FOB MED  USDC.UGL,151.55,PW,,
1458,LukOIL FOB MED1/2M,2021-01-04,2021-04-15,LukOIL FOB MED,508.98,1/2M,,
1459,FOB MED  USDC.UGL1/2M,2021-01-04,2021-04-15,FOB MED  USDC.UGL,154.14,1/2M,,
1460,FOB MED  USDC.UGLPM,2021-01-04,2021-04-30,FOB MED  USDC.UGL,158.46,PM,,
1461,ISRAELI GOVT USDC.USGPM,2021-01-04,2021-04-30,ISRAELI GOVT USDC.USG,163.14,PM,,
1462,HNWE  USDC.UGLPM,2021-01-04,2021-04-30,HNWE  USDC.UGL,163.08,PM,,
1463,CIF MED USDC.UGL1/2M,2021-01-04,2021-04-15,CIF MED USDC.UGL,159.29,1/2M,,
1464,HROTT  USDC.UGLPM,2021-01-04,2021-04-30,HROTT  USDC.UGL,163,PM,,
1465,ARAB GULF FOB HIGH PRIORPW,2021-03-30,2021-03-31,ARAB GULF FOB HIGH PRIOR,146.98,PW,,
1466,ARAB GULF FOB HIGH PRIORPM,2021-01-04,2021-04-30,ARAB GULF FOB HIGH PRIOR,154.23,PM,,
1467,CIF MED USDC.UGL1/2M,2021-01-04,2021-04-15,CIF MED USDC.UGL,"159,29",1/2M,,
1468,HNWE  USDC.UGLPW,2021-06-04,2021-12-04,HNWE  USDC.UGL,157.85,PW,,
1469,HROTT  USDC.UGLPW,2021-06-04,2021-12-04,HROTT  USDC.UGL,158.23,PW,,
1470,FOB MED  USDC.UGLPW,2021-06-04,2021-12-04,FOB MED  USDC.UGL,151.78,PW,,
1471,HROTT  USDC.UGLPM,2021-01-04,2021-04-30,HROTT  USDC.UGL,163.13,PM,,
1472,HNWE  USDC.UGLPW,2021-04-13,2021-04-19,HNWE  USDC.UGL,158.06,PW,,
1473,HROTT  USDC.UGLPW,2021-04-13,2021-04-19,HROTT  USDC.UGL,158,PW,,
1474,FOB MED  USDC.UGLPW,2021-04-13,2021-04-19,FOB MED  USDC.UGL,152.86,PW,,
1475,LukOIL FOB MED1/2M,2021-04-16,2021-04-30,LukOIL FOB MED,506.75,1/2M,,
1476,FOB MED  USDC.UGL1/2M,2021-04-16,2021-04-30,FOB MED  USDC.UGL,153.46,1/2M,,
1477,ARAB GULF FOB HIGH PRIORPW,2021-01-04,2021-04-19,ARAB GULF FOB HIGH PRIOR,146.98,PW,,
1478,CIF MED USDC.UGL1/2M,2021-04-16,2021-04-30,CIF MED USDC.UGL,159.99,1/2M,,
1479,HNWE  USDC.UGL1/2M,2021-04-16,2021-04-30,HNWE  USDC.UGL,159.99,1/2M,,
1480,HNWE  USDC.UGLPW,2021-04-20,2021-04-26,HNWE  USDC.UGL,164.56,PW,,
1481,HROTT  USDC.UGLPW,2021-04-20,2021-04-26,HROTT  USDC.UGL,164.11,PW,,
1482,FOB MED  USDC.UGLPW,2021-04-20,2021-04-26,FOB MED  USDC.UGL,158.52,PW,,
1483,ARAB GULF FOB HIGH PRIORPW,2021-04-20,2021-04-26,ARAB GULF FOB HIGH PRIOR,153.26,PW,,
1484,HNWE  USDC.UGLPW,2021-04-27,2021-03-05,HNWE  USDC.UGL,165.1,PW,,
1485,HROTT  USDC.UGLPW,2021-04-27,2021-03-05,HROTT  USDC.UGL,164.59,PW,,
1486,FOB MED  USDC.UGLPW,2021-04-27,2021-03-05,FOB MED  USDC.UGL,159.87,PW,,
1487,ARAB GULF FOB HIGH PRIORPW,2021-04-27,2021-03-05,ARAB GULF FOB HIGH PRIOR,158.25,PW,,
1488,HNWE  USDC.UGLPM,2021-01-05,2021-05-31,HNWE  USDC.UGL,164.07,PM,,
1489,FOB MED  USDC.UGLPM,2021-01-05,2021-05-31,FOB MED  USDC.UGL,158.72,PM,,
1490,ARAB GULF FOB HIGH PRIORPM,2021-01-05,2021-05-31,ARAB GULF FOB HIGH PRIOR,153.85,PM,,
1491,HNWE  USDC.UGLPW,2021-04-05,2021-10-05,HNWE  USDC.UGL,168.91,PW,,
1492,HROTT  USDC.UGLPW,2021-04-05,2021-10-05,HROTT  USDC.UGL,167.59,PW,,
1493,FOB MED  USDC.UGLPW,2021-04-05,2021-10-05,FOB MED  USDC.UGL,164.09,PW,,
1494,FOB MED  USDC.UGL1/2M,2021-01-05,2021-05-15,FOB MED  USDC.UGL,162.01,1/2M,,
1495,LukOIL FOB MED1/2M,2021-01-05,2021-05-15,LukOIL FOB MED,534.37,1/2M,,
1496,FOB MED  USDC.UGL1/2M,2021-01-05,2021-05-15,FOB MED  USDC.UGL,161.83,1/2M,,
1497,ISRAELI GOVT USDC.USGPM,2021-01-05,2021-05-31,ISRAELI GOVT USDC.USG,173.5,PM,,
1498,CIF MED USDC.UGL1/2M,2021-01-05,2021-05-15,CIF MED USDC.UGL,164.08,1/2M,,
1499,HNWE  USDC.UGLPW,2021-11-05,2021-05-17,HNWE  USDC.UGL,174.49,PW,,
1500,HROTT  USDC.UGLPW,2021-11-05,2021-05-17,HROTT  USDC.UGL,173.81,PW,,
1501,FOB MED  USDC.UGLPW,2021-11-05,2021-05-17,FOB MED  USDC.UGL,170.06,PW,,
1502,ARAB GULF FOB HIGH PRIORPW,2021-11-05,2021-05-17,ARAB GULF FOB HIGH PRIOR,167.92,PW,,
1503,LukOIL FOB MED1/2M,2021-05-16,2021-05-31,LukOIL FOB MED,556.97,1/2M,,
1504,FOB MED  USDC.UGL1/2M,2021-05-16,2021-05-31,FOB MED  USDC.UGL,168.67,1/2M,,
1505,HNWE  USDC.UGLPW,2021-05-18,2021-05-24,HNWE  USDC.UGL,175.25,PW,,
1506,HROTT  USDC.UGLPW,2021-05-18,2021-05-24,HROTT  USDC.UGL,175.28,PW,,
1507,FOB MED  USDC.UGLPW,2021-05-18,2021-05-24,FOB MED  USDC.UGL,170.22,PW,,
1508,ARAB GULF FOB HIGH PRIORPW,2021-05-18,2021-05-24,ARAB GULF FOB HIGH PRIOR,167.87,PW,,
1509,CIF MED USDC.UGL1/2M,2021-05-16,2021-05-31,CIF MED USDC.UGL,174.49,1/2M,,
1510,HNWE  USDC.UGL1/2M,2021-05-16,2021-05-31,HNWE  USDC.UGL,174.42,1/2M,,
1511,HNWE  USDC.UGLPW,2021-05-25,2021-05-31,HNWE  USDC.UGL,173.43,PW,,
1512,HROTT  USDC.UGLPW,2021-05-25,2021-05-31,HROTT  USDC.UGL,173.16,PW,,
1513,FOB MED  USDC.UGLPW,2021-05-25,2021-05-31,FOB MED  USDC.UGL,167.3,PW,,
1514,ARAB GULF FOB HIGH PRIORPW,2021-05-25,2021-05-31,ARAB GULF FOB HIGH PRIOR,166.4,PW,,
1515,HNWE  USDC.UGLPW,2021-01-06,2021-07-06,HNWE  USDC.UGL,175.17,PW,,
1516,HROTT  USDC.UGLPW,2021-01-06,2021-07-06,HROTT  USDC.UGL,175.11,PW,,
1517,FOB MED  USDC.UGLPW,2021-01-06,2021-07-06,FOB MED  USDC.UGL,169.54,PW,,
1518,HNWE  USDC.UGLPM,2021-01-06,2021-06-30,HNWE  USDC.UGL,174.59,PM,,
1519,FOB MED  USDC.UGLPM,2021-01-06,2021-06-30,FOB MED  USDC.UGL,169.24,PM,,
1520,LukOIL FOB MED1/2M,2021-01-06,2021-06-15,LukOIL FOB MED,556.17,1/2M,,
1521,FOB MED  USDC.UGL1/2M,2021-01-06,2021-06-15,FOB MED  USDC.UGL,168.43,1/2M,,
1522,ISRAELI GOVT USDC.USGPM,2021-01-06,2021-06-30,ISRAELI GOVT USDC.USG,173.5,PM,,
1523,HNWE  USDC.UGL1/2M,2021-01-06,2021-06-15,HNWE  USDC.UGL,174.42,1/2M,,
1524,CIF MED USDC.UGL1/2M,2021-01-06,2021-06-15,CIF MED USDC.UGL,173.89,1/2M,,
1525,HROTT  USDC.UGLPM,2021-01-06,2021-06-30,HROTT  USDC.UGL,173.95,PM,,
1526,ARAB GULF FOB HIGH PRIORPW,2021-01-06,2021-07-06,ARAB GULF FOB HIGH PRIOR,167.4,PW,,
1527,HNWE  USDC.UGLPW,2021-08-06,2021-06-14,HNWE  USDC.UGL,180.39,PW,,
1528,HROTT  USDC.UGLPW,2021-08-06,2021-06-14,HROTT  USDC.UGL,180.77,PW,,
1529,FOB MED  USDC.UGLPW,2021-08-06,2021-06-14,FOB MED  USDC.UGL,175.06,PW,,
1530,ARAB GULF FOB HIGH PRIORPW,2021-08-06,2021-06-14,ARAB GULF FOB HIGH PRIOR,172.59,PW,,
1531,HNWE  USDC.UGLPW,2021-06-15,2021-06-21,HNWE  USDC.UGL,183.18,PW,,
1532,HROTT  USDC.UGLPW,2021-06-15,2021-06-21,HROTT  USDC.UGL,183.5,PW,,
1533,FOB MED  USDC.UGLPW,2021-06-15,2021-06-21,FOB MED  USDC.UGL,178.49,PW,,
1534,LukOIL FOB MED1/2M,2021-06-16,2021-06-30,LukOIL FOB MED,587.35,1/2M,,
1535,FOB MED  USDC.UGL1/2M,2021-06-16,2021-06-30,FOB MED  USDC.UGL,177.87,1/2M,,
1536,ARAB GULF FOB HIGH PRIORPW,2021-06-15,2021-06-21,ARAB GULF FOB HIGH PRIOR,175.12,PW,,
1537,CIF MED USDC.UGL1/2M,2021-06-16,2021-06-30,CIF MED USDC.UGL,182.31,1/2M,,
1538,HNWE  USDC.UGLPW,2021-06-22,2021-06-28,HNWE  USDC.UGL,186.23,PW,,
1539,HROTT  USDC.UGLPW,2021-06-22,2021-06-28,HROTT  USDC.UGL,186.55,PW,,
1540,FOB MED  USDC.UGLPW,2021-06-22,2021-06-28,FOB MED  USDC.UGL,181.81,PW,,
1541,ARAB GULF FOB HIGH PRIORPW,2021-06-22,2021-06-28,ARAB GULF FOB HIGH PRIOR,178.3,PW,,
1542,HNWE  USDC.UGLPW,2021-06-29,2021-05-07,HNWE  USDC.UGL,188.54,PW,,
1543,HROTT  USDC.UGLPW,2021-06-29,2021-05-07,HROTT  USDC.UGL,189.01,PW,,
1544,FOB MED  USDC.UGLPW,2021-06-29,2021-05-07,FOB MED  USDC.UGL,184.11,PW,,
1545,ARAB GULF FOB HIGH PRIORPW,2021-06-29,2021-05-07,ARAB GULF FOB HIGH PRIOR,180.86,PW,,
1546,HNWE  USDC.UGLPM,2021-01-07,2021-07-31,HNWE  USDC.UGL,185.16,PM,,
1547,FOB MED  USDC.UGLPM,2021-01-07,2021-07-31,FOB MED  USDC.UGL,180.51,PM,,
1548,ARAB GULF FOB HIGH PRIORPM,2021-01-07,2021-07-31,ARAB GULF FOB HIGH PRIOR,176.96,PM,,
1549,LukOIL FOB MED1/2M,2021-01-07,2021-07-15,LukOIL FOB MED,604.52,1/2M,,
1550,FOB MED  USDC.UGL1/2M,2021-01-07,2021-07-15,FOB MED  USDC.UGL,183.07,1/2M,,
1551,ISRAELI GOVT USDC.USGPM,2021-01-07,2021-07-31,ISRAELI GOVT USDC.USG,195.98,PM,,
1552,CIF MED USDC.UGL1/2M,2021-01-07,2021-07-15,CIF MED USDC.UGL,187.2,1/2M,,
1553,HNWE  USDC.UGL1/2M,2021-01-07,2021-07-15,HNWE  USDC.UGL,187.08,1/2M,,
1554,HROTT  USDC.UGLPM,2021-01-07,2021-07-31,HROTT  USDC.UGL,185.06,PM,,
1555,HNWE  USDC.UGLPW,2021-06-07,2021-12-07,HNWE  USDC.UGL,188.68,PW,,
1556,HROTT  USDC.UGLPW,2021-06-07,2021-12-07,HROTT  USDC.UGL,188.8,PW,,
1557,FOB MED  USDC.UGLPW,2021-06-07,2021-12-07,FOB MED  USDC.UGL,184.27,PW,,
1558,ARAB GULF FOB HIGH PRIORPW,2021-06-07,2021-12-07,ARAB GULF FOB HIGH PRIOR,180.43,PW,,
1559,HNWE  USDC.UGLPW,2021-07-13,2021-07-19,HNWE  USDC.UGL,188.67,PW,,
1560,HROTT  USDC.UGLPW,2021-07-13,2021-07-19,HROTT  USDC.UGL,188.8,PW,,
1561,FOB MED  USDC.UGLPW,2021-07-13,2021-07-19,FOB MED  USDC.UGL,184.27,PW,,
1562,ARAB GULF FOB HIGH PRIORPW,2021-07-13,2021-07-19,ARAB GULF FOB HIGH PRIOR,181.76,PW,,
1563,LukOIL FOB MED1/2M,2021-07-16,2021-07-31,LukOIL FOB MED,614.68,1/2M,,
1564,FOB MED  USDC.UGL1/2M,2021-07-16,2021-07-31,FOB MED  USDC.UGL,186.15,1/2M,,
1565,CIF MED USDC.UGL1/2M,2021-07-16,2021-07-31,CIF MED USDC.UGL,189.76,1/2M,,
1566,HNWE  USDC.UGL1/2M,2021-07-16,2021-07-31,HNWE  USDC.UGL,189.64,1/2M,,
1567,HNWE  USDC.UGLPW,2021-07-20,2021-07-26,HNWE  USDC.UGL,191.15,PW,,
1568,HROTT  USDC.UGLPW,2021-07-20,2021-07-26,HROTT  USDC.UGL,191.15,PW,,
1569,FOB MED  USDC.UGLPW,2021-07-20,2021-07-26,FOB MED  USDC.UGL,186.76,PW,,
1570,HNWE  USDC.UGLPW,2021-07-27,2021-02-08,HNWE  USDC.UGL,183.64,PW,,
1571,HROTT  USDC.UGLPW,2021-07-27,2021-08-02,HROTT  USDC.UGL,183.5,PW,,
1572,FOB MED  USDC.UGLPW,2021-07-27,2021-08-02,FOB MED  USDC.UGL,179.25,PW,,
1573,ARAB GULF FOB HIGH PRIORPW,2021-07-27,2021-02-08,ARAB GULF FOB HIGH PRIOR,176.55,PW,,
1574,ARAB GULF FOB HIGH PRIORPM,2021-01-08,2021-08-31,ARAB GULF FOB HIGH PRIOR,180.21,PM,,
1575,FOB MED  USDC.UGLPM,2021-01-08,2021-08-31,FOB MED  USDC.UGL,184.58,PM,,
1576,ISRAELI GOVT USDC.USGPM,2021-01-08,2021-08-31,ISRAELI GOVT USDC.USG,196.86,PM,,
1577,HNWE  USDC.UGLPM,2021-01-08,2021-08-31,HNWE  USDC.UGL,188.97,PM,,
1578,LukOIL FOB MED1/2M,2021-01-08,2021-08-15,LukOIL FOB MED,607.77,1/2M,,
1579,FOB MED  USDC.UGL1/2M,2021-01-08,2021-08-15,FOB MED  USDC.UGL,184.05,1/2M,,
1580,HROTT  USDC.UGLPM,2021-01-08,2021-08-31,HROTT  USDC.UGL,188.38,PM,,
